Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83,Column84
Date,Time,1,2,3,4,5,7,34,48,140,219,284,323,364,684,1476,1412,1625,1353,1219,1223,1227,1230,1771,1970,6137,6111,6107,2660,2621,2571,2448,2515,2519,2759,2857,3008,3130,3281,3536,3848,4041,4266,4369,4453,4594,4983,5060,5301,5673,5829,5851,5914,5974,6064,6089,5942,5783,5637,5459,5331,5276,5279,5334,5463,5695,4424,4237,4099,3945,3753,3647,3575,3278,3048,2758,2422,1914,1037,322,47,6105,6106
4/1/13,0:00,0.0155,0.0155,0.0155,0.0155,0.0155,0.06375,0.045006,0.045006,0.045006,0.045006,0.045006,0.06375,0.06375,0.06375,0.06375,0.06375,0.09562,0.059211,0.059211,0.059211,0.059211,0.059211,0.059211,0.059211,0.077442,0.077442,0.077442,0.11381,0.13063,0.13063,0.10273,0.10273,0.17138,0.067392,0.067392,0.079685,0.03195,0.041126,0.091741,0.062471,0.062471,0.062471,0.062471,0.12207,0.12207,0.12207,0.12207,0.12207,0.12207,0.12207,0.57139,0.57139,0.57139,0.57139,0.044478,0.13552,0.13552,0.13282,0.13552,0.13552,0.13552,0.13552,0.066169,0.066169,0.063397,0.20273,0.20273,0.20273,0.087468,0.087468,0.087468,0.087468,0.087468,0.087468,0.087468,0.087468,0.087468,0.087468,0.087468,0.087468,0,0
4/2/13,0:00,0.015499,0.015499,0.015499,0.015499,0.015499,0.063572,0.044997,0.044997,0.044997,0.044997,0.044997,0.063572,0.063572,0.063572,0.063572,0.063572,0.12417,0.045298,0.045298,0.045298,0.045298,0.045298,0.045298,0.045298,0.06184,0.06184,0.06184,0.11009,0.12934,0.12934,0.10103,0.10103,0.16145,0.067387,0.067387,0.078102,0.02893,0.038377,0.08063,0.057069,0.057069,0.057069,0.057069,0.035067,0.035067,0.035067,0.035067,0.035067,0.035067,0.035067,0.3507,0.3507,0.3507,0.3507,0.044476,0.13053,0.13053,0.12029,0.13053,0.13053,0.13053,0.13053,0.06516,0.06516,0.060221,0.17949,0.17949,0.17949,0.082774,0.082774,0.082774,0.082774,0.082774,0.082774,0.082774,0.082774,0.082774,0.082774,0.082774,0.082774,0,0
4/3/13,0:00,0.0155,0.0155,0.0155,0.0155,0.0155,0.063381,0.045001,0.045001,0.045001,0.045001,0.045001,0.063381,0.063381,0.063381,0.063381,0.063381,0.13419,0.037955,0.037955,0.037955,0.037955,0.037955,0.037955,0.037955,0.051741,0.051741,0.051741,0.10721,0.12872,0.12872,0.099046,0.099046,0.15192,0.067398,0.067398,0.077811,0.02746,0.03606,0.073644,0.045134,0.045134,0.045134,0.045134,0.023211,0.023211,0.023211,0.023211,0.023211,0.023211,0.023211,0.23554,0.23554,0.23554,0.23554,0.044474,0.12554,0.12554,0.10293,0.12554,0.12554,0.12554,0.12554,0.064151,0.064151,0.056665,0.15159,0.15159,0.15159,0.076204,0.076204,0.076204,0.076204,0.076204,0.076204,0.076204,0.076204,0.076204,0.076204,0.076204,0.076204,0,0
4/4/13,0:00,0.015499,0.015499,0.015499,0.015499,0.015499,0.063028,0.045002,0.045002,0.045002,0.045002,0.045002,0.063028,0.063028,0.063028,0.063028,0.063028,0.1451,0.043705,0.043705,0.043705,0.043705,0.043705,0.043705,0.043705,0.045596,0.045596,0.045596,0.10549,0.12842,0.12842,0.097668,0.097668,0.14245,0.067395,0.067395,0.075229,0.02645,0.034264,0.06952,0.040141,0.040141,0.040141,0.040141,0.017486,0.017486,0.017486,0.017486,0.017486,0.017486,0.017486,0.1864,0.1864,0.1864,0.1864,0.044472,0.11554,0.11554,0.094253,0.11554,0.11554,0.11554,0.11554,0.063142,0.063142,0.053888,0.13145,0.13145,0.13145,0.072453,0.072453,0.072453,0.072453,0.072453,0.072453,0.072453,0.072453,0.072453,0.072453,0.072453,0.072453,0,0
4/5/13,0:00,0.015498,0.015498,0.015498,0.015498,0.015498,0.062407,0.044999,0.044999,0.044999,0.044999,0.044999,0.062407,0.062407,0.062407,0.062407,0.062407,0.15619,0.029434,0.029434,0.029434,0.029434,0.029434,0.029434,0.029434,0.043106,0.043106,0.043106,0.10521,0.12851,0.12851,0.096878,0.096878,0.13603,0.067392,0.067392,0.080479,0.02666,0.033539,0.067104,0.037933,0.037933,0.037933,0.037933,0.018055,0.018055,0.018055,0.018055,0.018055,0.018055,0.018055,0.22838,0.22838,0.22838,0.22838,0.04448,0.11055,0.11055,0.091221,0.11055,0.11055,0.11055,0.11055,0.06315,0.06315,0.051512,0.12061,0.12061,0.12061,0.07152,0.07152,0.07152,0.07152,0.07152,0.07152,0.07152,0.07152,0.07152,0.07152,0.07152,0.07152,0,0
4/6/13,0:00,0.015499,0.015499,0.015499,0.015499,0.015499,0.061848,0.044998,0.044998,0.044998,0.044998,0.044998,0.061848,0.061848,0.061848,0.061848,0.061848,0.18702,0.032315,0.032315,0.032315,0.032315,0.032315,0.032315,0.032315,0.046582,0.046582,0.046582,0.10433,0.12804,0.12804,0.096349,0.096349,0.13076,0.067391,0.067391,0.077014,0.02558,0.032519,0.065538,0.036383,0.036383,0.036383,0.036383,0.016786,0.016786,0.016786,0.016786,0.016786,0.016786,0.016786,0.22837,0.22837,0.22837,0.22837,0.044478,0.10556,0.10556,0.092314,0.10556,0.10556,0.10556,0.10556,0.063148,0.063148,0.049528,0.11286,0.11286,0.11286,0.069645,0.069645,0.069645,0.069645,0.069645,0.069645,0.069645,0.069645,0.069645,0.069645,0.069645,0.069645,0,0
4/7/13,0:00,0.0155,0.0155,0.0155,0.0155,0.0155,0.061773,0.045002,0.045002,0.045002,0.045002,0.045002,0.061773,0.061773,0.061773,0.061773,0.061773,0.16968,0.027357,0.027357,0.027357,0.027357,0.027357,0.027357,0.027357,0.046789,0.046789,0.046789,0.10375,0.12804,0.12804,0.095881,0.095881,0.12598,0.0674,0.0674,0.081826,0.02524,0.031517,0.064619,0.034988,0.034988,0.034988,0.034988,0.015825,0.015825,0.015825,0.015825,0.015825,0.015825,0.015825,0.31948,0.31948,0.31948,0.31948,0.044475,0.10056,0.10056,0.090001,0.10056,0.10056,0.10056,0.10056,0.063145,0.063145,0.048736,0.10821,0.10821,0.10821,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0,0
4/8/13,0:00,0.015501,0.015501,0.015501,0.015501,0.015501,0.06182,0.045003,0.045003,0.045003,0.045003,0.045003,0.06182,0.06182,0.06182,0.06182,0.06182,0.1645,0.049172,0.049172,0.049172,0.049172,0.049172,0.049172,0.049172,0.055753,0.055753,0.055753,0.1032,0.12775,0.12775,0.095456,0.095456,0.12398,0.067397,0.067397,0.076412,0.02536,0.030924,0.063772,0.033844,0.033844,0.033844,0.033844,0.015868,0.015868,0.015868,0.015868,0.015868,0.015868,0.015868,0.50413,0.50413,0.50413,0.50413,0.044473,0.095556,0.095556,0.091789,0.095556,0.095556,0.095556,0.095556,0.063143,0.063143,0.047941,0.10511,0.10511,0.10511,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0.068703,0,0
4/9/13,0:00,0.0155,0.0155,0.0155,0.0155,0.0155,0.061804,0.045006,0.045006,0.045006,0.045006,0.045006,0.061804,0.061804,0.061804,0.061804,0.061804,0.14946,0.051639,0.051639,0.051639,0.051639,0.051639,0.051639,0.051639,0.052724,0.052724,0.052724,0.1032,0.12788,0.12788,0.095395,0.095395,0.12317,0.067388,0.067388,0.077797,0.03025,0.034422,0.063223,0.032864,0.032864,0.032864,0.032864,0.01495,0.01495,0.01495,0.01495,0.01495,0.01495,0.01495,0.41309,0.41309,0.41309,0.41309,0.04448,0.12054,0.12054,0.13235,0.12054,0.12054,0.12054,0.12054,0.064148,0.064148,0.04953,0.1144,0.1144,0.1144,0.076208,0.076208,0.076208,0.076208,0.076208,0.076208,0.076208,0.076208,0.076208,0.076208,0.076208,0.076208,0,0
4/10/13,0:00,0.015499,0.015499,0.015499,0.015499,0.015499,0.061984,0.045003,0.045003,0.045003,0.045003,0.045003,0.061984,0.061984,0.061984,0.061984,0.061984,0.15076,0.063889,0.063889,0.063889,0.063889,0.063889,0.063889,0.063889,0.05471,0.05471,0.05471,0.10476,0.1293,0.1293,0.097959,0.097959,0.1808,0.06739,0.06739,0.30068,0.04258,0.035809,0.064806,0.051428,0.051428,0.051428,0.051428,0.056481,0.056481,0.056481,0.056481,0.056481,0.056481,0.056481,2.0157,2.0157,2.0157,2.0157,0.044478,0.92516,0.92516,0.22882,0.92516,0.92516,0.92516,0.92516,0.11352,0.11352,0.074482,0.55605,0.55605,0.55605,0.83024,0.83024,0.83024,0.83024,0.83024,0.83024,0.83024,0.83024,0.83024,0.83024,0.83024,0.83024,0,0
4/11/13,0:00,0.015501,0.015501,0.015501,0.015501,0.015501,0.08183,0.045003,0.045003,0.045003,0.045003,0.045003,0.08183,0.08183,0.08183,0.08183,0.08183,0.3678,0.74951,0.74951,0.74951,0.74951,0.74951,0.74951,0.74951,1.1827,1.1827,1.1827,0.88482,0.19377,0.19377,0.33687,0.33687,0.35231,0.067394,0.067394,0.24808,0.05238,0.059432,0.10104,0.16429,0.16429,0.16429,0.16429,0.08621,0.08621,0.08621,0.08621,0.08621,0.08621,0.08621,1.6891,1.6891,1.6891,1.6891,0.044476,1.09,1.09,0.32189,1.09,1.09,1.09,1.09,0.12661,0.12661,0.11053,1.2084,1.2084,1.2084,0.62395,0.62395,0.62395,0.62395,0.62395,0.62395,0.62395,0.62395,0.62395,0.62395,0.62395,0.62395,0,0
4/12/13,0:00,0.0155,0.0155,0.0155,0.0155,0.0155,0.1461,0.044999,0.044999,0.044999,0.044999,0.044999,0.1461,0.1461,0.1461,0.1461,0.1461,0.62314,0.71378,0.71378,0.71378,0.71378,0.71378,0.71378,0.71378,0.84987,0.84987,0.84987,1.4023,0.38266,0.38266,0.4793,0.4793,0.35492,0.067394,0.067394,0.15653,0.05613,0.055537,0.12942,0.11441,0.11441,0.11441,0.11441,0.06786,0.06786,0.06786,0.06786,0.06786,0.06786,0.06786,1.2406,1.2406,1.2406,1.2406,0.044472,1.1598,1.1598,0.32762,1.1598,1.1598,1.1598,1.1598,0.1387,0.1387,0.13311,1.4238,1.4238,1.4238,0.62208,0.62208,0.62208,0.62208,0.62208,0.62208,0.62208,0.62208,0.62208,0.62208,0.62208,0.62208,0,0
4/13/13,0:00,0.0155,0.0155,0.0155,0.0155,0.0155,0.16337,0.045002,0.045002,0.045002,0.045002,0.045002,0.16337,0.16337,0.16337,0.16337,0.16337,0.76849,0.53772,0.53772,0.53772,0.53772,0.53772,0.53772,0.53772,0.70642,0.70642,0.70642,0.5672,0.14835,0.14835,0.28311,0.28311,0.32503,0.067394,0.067394,0.1731,0.04111,0.049016,0.13204,0.093717,0.093717,0.093717,0.093717,0.035932,0.035932,0.035932,0.035932,0.035932,0.035932,0.035932,0.7273,0.7273,0.7273,0.7273,0.044479,0.79516,0.79516,0.27363,0.79516,0.79516,0.79516,0.79516,0.10143,0.10143,0.15173,1.3029,1.3029,1.3029,0.27226,0.27226,0.27226,0.27226,0.27226,0.27226,0.27226,0.27226,0.27226,0.27226,0.27226,0.27226,0,0
4/14/13,0:00,0.015499,0.015499,0.015499,0.015499,0.015499,0.15208,0.045005,0.045005,0.045005,0.045005,0.045005,0.15208,0.15208,0.15208,0.15208,0.15208,0.78625,0.38302,0.38302,0.38302,0.38302,0.38302,0.38302,0.38302,0.62984,0.62984,0.62984,0.2554,0.1384,0.1384,0.16322,0.16322,0.26538,0.067387,0.067387,0.14025,0.03592,0.043185,0.12369,0.073179,0.073179,0.073179,0.073179,0.027978,0.027978,0.027978,0.027978,0.027978,0.027978,0.027978,0.45627,0.45627,0.45627,0.45627,0.044477,0.47031,0.47031,0.24859,0.47031,0.47031,0.47031,0.47031,0.09034,0.09034,0.14696,0.84883,0.84883,0.84883,0.14935,0.14935,0.14935,0.14935,0.14935,0.14935,0.14935,0.14935,0.14935,0.14935,0.14935,0.14935,0,0
4/15/13,0:00,0.015499,0.015499,0.015499,0.015499,0.015499,0.15095,0.045006,0.045006,0.045006,0.045006,0.045006,0.15095,0.15095,0.15095,0.15095,0.15095,0.65441,0.22699,0.22699,0.22699,0.22699,0.22699,0.22699,0.22699,0.53392,0.53392,0.53392,0.18895,0.13519,0.13519,0.13332,0.13332,0.23112,0.067401,0.067401,0.12588,0.03209,0.039625,0.1101,0.060588,0.060588,0.060588,0.060588,0.019275,0.019275,0.019275,0.019275,0.019275,0.019275,0.019275,0.3171,0.3171,0.3171,0.3171,0.044473,0.3354,0.3354,0.18636,0.3354,0.3354,0.3354,0.3354,0.083285,0.083285,0.13786,0.48161,0.48161,0.48161,0.11842,0.11842,0.11842,0.11842,0.11842,0.11842,0.11842,0.11842,0.11842,0.11842,0.11842,0.11842,0,0
